Show,Platform,Week Ending,Minutes (Millions)
ALL QUIET ON THE WESTERN FRONT,NETFLIX,"Nov. 6, 2022",391
BACKTRACE,NETFLIX,"Jul. 3, 2022",171
BATTLESHIP (2012),NETFLIX,"Mar. 6, 2022",196
BEN IS BACK,NETFLIX,"May. 29, 2022",175
BLACK CRAB,NETFLIX,"Mar. 20, 2022",271
BLACK CRAB,NETFLIX,"Mar. 27, 2022",310
BLACKHAT,NETFLIX,"Feb. 20, 2022",253
BLACKHAT,NETFLIX,"Feb. 27, 2022",160
BLACKOUT,NETFLIX,"Oct. 16, 2022",264
BLACKOUT,NETFLIX,"Oct. 23, 2022",192
BLADE OF THE 47TH RONIN,NETFLIX,"Oct. 30, 2022",218
BLONDE,NETFLIX,"Oct. 2, 2022",603
BLONDE,NETFLIX,"Oct. 9, 2022",223
BORREGO,NETFLIX,"May. 22, 2022",247
BOSS BABY: BACK IN CRIB,NETFLIX,"May. 29, 2022",285
BRAZEN,NETFLIX,"Jan. 16, 2022",531
BRAZEN,NETFLIX,"Jan. 23, 2022",374
BULLET TRAIN,NETFLIX,"Dec. 4, 2022",701
BULLET TRAIN,NETFLIX,"Dec. 11, 2022","1,345"
BULLET TRAIN,NETFLIX,"Dec. 18, 2022",544
BULLET TRAIN,NETFLIX,"Jan. 1, 2023",409
CATCH AND RELEASE,NETFLIX,"Apr. 10, 2022",185
CATCH AND RELEASE,NETFLIX,"Apr. 17, 2022",182
CHARLIE AND THE CHOCOLATE FACTORY,NETFLIX,"Jan. 9, 2022",344
CHARLIE AND THE CHOCOLATE FACTORY,NETFLIX,"Jan. 16, 2022",208
CHICKENHARE AND HAMSTER,NETFLIX,"Jun. 19, 2022",348
CHICKENHARE AND HAMSTER,NETFLIX,"Jun. 26, 2022",182
CHIP 'N DALE: RESCUE RANGERS,NETFLIX,"May. 22, 2022",594
CHIPS,NETFLIX,"Jul. 17, 2022",300
CHIPS,NETFLIX,"Jul. 24, 2022",179
CHOOSE OR DIE,NETFLIX,"Apr. 17, 2022",170
CHOOSE OR DIE,NETFLIX,"Apr. 24, 2022",134
CLEANER,NETFLIX,"Apr. 17, 2022",260
CLEANER,NETFLIX,"Apr. 24, 2022",204
COACH CARTER,NETFLIX,"Mar. 13, 2022",163
COLLATERAL,NETFLIX,"Sep. 4, 2022",254
DARK SHADOWS,NETFLIX,"Jan. 9, 2022",198
DAY SHIFT,NETFLIX,"Aug. 14, 2022",982
DAY SHIFT,NETFLIX,"Aug. 21, 2022",957
DAY SHIFT,NETFLIX,"Aug. 28, 2022",322
DEN OF THIEVES,NETFLIX,"May. 8, 2022",169
DEN OF THIEVES,NETFLIX,"May. 15, 2022",177
DESPICABLE ME,NETFLIX,"Feb. 6, 2022",197
DESPICABLE ME,NETFLIX,"Feb. 13, 2022",253
DESPICABLE ME,NETFLIX,"Feb. 20, 2022",182
DESPICABLE ME,NETFLIX,"Aug. 20, 2023",194
DESPICABLE ME 2,NETFLIX,"Feb. 6, 2022",457
DESPICABLE ME 2,NETFLIX,"Feb. 13, 2022",361
DESPICABLE ME 2,NETFLIX,"Feb. 20, 2022",304
DESPICABLE ME 2,NETFLIX,"Feb. 27, 2022",240
DESPICABLE ME 2,NETFLIX,"Sep. 11, 2022",321
DESPICABLE ME 2,NETFLIX,"Sep. 18, 2022",306
DESPICABLE ME 2,NETFLIX,"Sep. 25, 2022",237
DESPICABLE ME 2,NETFLIX,"Aug. 13, 2023",443
DESPICABLE ME 2,NETFLIX,"Aug. 20, 2023",288
DESPICABLE ME 2,NETFLIX,"Sep. 3, 2023",271
DESPICABLE ME 2,NETFLIX,"Sep. 10, 2023",249
DO REVENGE,NETFLIX,"Sep. 18, 2022",274
DO REVENGE,NETFLIX,"Sep. 25, 2022",393
DRACULA UNTOLD,NETFLIX,"Oct. 23, 2022",197
EMILY THE CRIMINAL,NETFLIX,"Dec. 11, 2022",440
END OF THE ROAD,NETFLIX,"Sep. 11, 2022",598
END OF THE ROAD,NETFLIX,"Sep. 18, 2022",411
ENOLA HOLMES 2,NETFLIX,"Nov. 6, 2022",855
ENOLA HOLMES 2,NETFLIX,"Nov. 13, 2022",942
ENOLA HOLMES 2,NETFLIX,"Nov. 20, 2022",268
FALLING FOR CHRISTMAS,NETFLIX,"Nov. 13, 2022",636
FALLING FOR CHRISTMAS,NETFLIX,"Nov. 20, 2022",444
FALLING FOR CHRISTMAS,NETFLIX,"Nov. 27, 2022",350
FATHER STU,NETFLIX,"Sep. 18, 2022",260
FATHER STU,NETFLIX,"Sep. 25, 2022",717
FATHER STU,NETFLIX,"Oct. 2, 2022",312
FINAL SCORE,NETFLIX,"Jul. 10, 2022",238
FISTFUL OF VENGEANCE,NETFLIX,"Feb. 20, 2022",186
FLIGHT,NETFLIX,"Aug. 14, 2022",230
FORREST GUMP,NETFLIX,"May. 8, 2022",177
GIRL IN THE PICTURE,NETFLIX,"Jul. 10, 2022",537
GIRL IN THE PICTURE,NETFLIX,"Jul. 17, 2022",483
GLASS ONION,NETFLIX,"Dec. 25, 2022","2,225"
GLASS ONION,NETFLIX,"Jan. 1, 2023","2,886"
GLASS ONION,NETFLIX,"Jan. 8, 2023",935
GLASS ONION,NETFLIX,"Jan. 15, 2023",446
GLASS ONION,NETFLIX,"Jan. 22, 2023",284
GLASS ONION,NETFLIX,"Jan. 29, 2023",238
HAPPY GILMORE,NETFLIX,"May. 15, 2022",149
HOME TEAM,NETFLIX,"Jan. 30, 2022",443
HOME TEAM,NETFLIX,"Feb. 6, 2022",596
HOME TEAM,NETFLIX,"Feb. 13, 2022",180
HOTEL TRANSYLVANIA 2,NETFLIX,"Nov. 6, 2022",460
HOTEL TRANSYLVANIA 2,NETFLIX,"Nov. 13, 2022",328
HOW IT ENDS,NETFLIX,"Apr. 24, 2022",137
HOW IT ENDS,NETFLIX,"May. 1, 2022",144
HUSTLE,NETFLIX,"Jun. 12, 2022","1,218"
HUSTLE,NETFLIX,"Jun. 19, 2022",737
HUSTLE,NETFLIX,"Jun. 26, 2022",376
HUSTLE,NETFLIX,"Jul. 3, 2022",228
I AM VANESSA GUILLEN,NETFLIX,"Nov. 20, 2022",251
I BELIEVE IN SANTA,NETFLIX,"Dec. 18, 2022",366
I CAME BY,NETFLIX,"Sep. 4, 2022",325
INHERITANCE,NETFLIX,"Oct. 2, 2022",350
INHERITANCE,NETFLIX,"Oct. 9, 2022",332
INTERCEPTOR,NETFLIX,"Jun. 5, 2022",322
INTERCEPTOR,NETFLIX,"Jun. 12, 2022",413
IT,NETFLIX,"Jun. 26, 2022",314
JACKA-- 4.5,NETFLIX,"May. 29, 2022",257
JEXI,NETFLIX,"Oct. 9, 2022",228
JOURNEY 2: THE MYSTERIOUS ISLAND,NETFLIX,"Jan. 9, 2022",400
JUST GO WITH IT,NETFLIX,"Jan. 9, 2022",238
JUST GO WITH IT,NETFLIX,"Jan. 16, 2022",200
JUST LIKE HEAVEN,NETFLIX,"Mar. 6, 2022",328
KUNG FU PANDA 3,NETFLIX,"May. 1, 2022",106
KUNG FU PANDA 3,NETFLIX,"May. 8, 2022",215
LAST SEEN ALIVE,NETFLIX,"Oct. 2, 2022",377
LAST SEEN ALIVE,NETFLIX,"Oct. 9, 2022",747
LAST SEEN ALIVE,NETFLIX,"Oct. 16, 2022",249
LONDON HAS FALLEN,NETFLIX,"Mar. 20, 2022",199
LOOK BOTH WAYS,NETFLIX,"Aug. 21, 2022",617
LOOK BOTH WAYS,NETFLIX,"Aug. 28, 2022",375
LOU,NETFLIX,"Sep. 25, 2022",681
LOU,NETFLIX,"Oct. 2, 2022",802
LOVE & GELATO,NETFLIX,"Jun. 26, 2022",182
LOVE & GELATO,NETFLIX,"Jul. 3, 2022",177
LOVE IN THE VILLA,NETFLIX,"Sep. 4, 2022",502
LOVE IN THE VILLA,NETFLIX,"Sep. 11, 2022",334
LUCKIEST GIRL ALIVE,NETFLIX,"Oct. 9, 2022",647
LUCKIEST GIRL ALIVE,NETFLIX,"Oct. 16, 2022",696
LUCKIEST GIRL ALIVE,NETFLIX,"Oct. 23, 2022",252
MARMADUKE,NETFLIX,"May. 15, 2022",267
ME TIME,NETFLIX,"Aug. 28, 2022",971
ME TIME,NETFLIX,"Sep. 4, 2022",927
ME TIME,NETFLIX,"Sep. 11, 2022",418
MEAN GIRLS,NETFLIX,"Jul. 10, 2022",245
MEGAMIND,NETFLIX,"Oct. 16, 2022",247
MEN IN BLACK 3,NETFLIX,"Aug. 7, 2022",333
MILE 22,NETFLIX,"Nov. 13, 2022",262
MISSION: IMPOSSIBLE,NETFLIX,"Jun. 12, 2022",130
MORBIUS,NETFLIX,"Sep. 11, 2022",610
MORBIUS,NETFLIX,"Sep. 18, 2022",378
MR. HARRIGAN'S PHONE,NETFLIX,"Oct. 9, 2022",570
MR. HARRIGAN'S PHONE,NETFLIX,"Oct. 16, 2022",301
MUNICH: THE EDGE OF WAR,NETFLIX,"Jan. 30, 2022",200
MY NAME IS VENDETTA,NETFLIX,"Dec. 4, 2022",316
OBLIVION,NETFLIX,"Nov. 6, 2022",257
OPERATION MINCEMEAT,NETFLIX,"May. 15, 2022",343
OPERATION MINCEMEAT,NETFLIX,"May. 22, 2022",222
OUR FATHER,NETFLIX,"May. 15, 2022",450
OUR FATHER,NETFLIX,"May. 22, 2022",260
PERSUASION,NETFLIX,"Jul. 17, 2022",353
PERSUASION,NETFLIX,"Jul. 24, 2022",305
PINOCCHIO,NETFLIX,"Dec. 11, 2022",387
PINOCCHIO,NETFLIX,"Dec. 18, 2022",465
PRISONERS,NETFLIX,"Dec. 11, 2022",326
PRISONERS,NETFLIX,"Dec. 18, 2022",857
PURPLE HEARTS,NETFLIX,"Jul. 31, 2022",508
PURPLE HEARTS,NETFLIX,"Aug. 7, 2022",828
PURPLE HEARTS,NETFLIX,"Aug. 14, 2022",370
PURPLE HEARTS,NETFLIX,"Aug. 21, 2022",240
R.I.P.D. 2: RISE OF THE DAMNED,NETFLIX,"Nov. 20, 2022",478
RAMBO: LAST BLOOD,NETFLIX,"May. 8, 2022",224
RECURRENCE,NETFLIX,"Jul. 31, 2022",223
RESCUED BY RUBY,NETFLIX,"Mar. 20, 2022",306
RESCUED BY RUBY,NETFLIX,"Mar. 27, 2022",311
RIVERDANCE: ANIMATED ADVENTURE,NETFLIX,"Jan. 23, 2022",188
RRR,NETFLIX,"Jun. 5, 2022",188
RUNNING WITH THE DEVIL,NETFLIX,"Aug. 28, 2022",241
SCROOGE: A CHRISTMAS CAROL,NETFLIX,"Dec. 11, 2022",284
SENIOR YEAR,NETFLIX,"May. 15, 2022",797
SENIOR YEAR,NETFLIX,"May. 22, 2022",767
SENIOR YEAR,NETFLIX,"May. 29, 2022",316
SENIOR YEAR,NETFLIX,"Jun. 5, 2022",186
SHREK,NETFLIX,"Mar. 6, 2022",221
SHREK,NETFLIX,"Mar. 13, 2022",341
SHREK,NETFLIX,"Mar. 20, 2022",228
SHREK,NETFLIX,"Apr. 3, 2022",153
SHREK 2,NETFLIX,"Mar. 6, 2022",415
SHREK 2,NETFLIX,"Mar. 13, 2022",316
SHREK FOREVER AFTER,NETFLIX,"Apr. 3, 2022",242
SHREK FOREVER AFTER,NETFLIX,"Apr. 10, 2022",323
SILVERTON SIEGE,NETFLIX,"May. 1, 2022",117
SING 2,NETFLIX,"Jun. 26, 2022","1,267"
SING 2,NETFLIX,"Jul. 3, 2022","1,257"
SING 2,NETFLIX,"Jul. 10, 2022",839
SING 2,NETFLIX,"Jul. 17, 2022",632
SING 2,NETFLIX,"Jul. 24, 2022",490
SING 2,NETFLIX,"Jul. 31, 2022",471
SING 2,NETFLIX,"Aug. 7, 2022",386
SING 2,NETFLIX,"Aug. 14, 2022",316
SING 2,NETFLIX,"Aug. 21, 2022",328
SING 2,NETFLIX,"Aug. 28, 2022",281
SING 2,NETFLIX,"Sep. 4, 2022",259
SING 2,NETFLIX,"Sep. 18, 2022",250
SING 2,NETFLIX,"Sep. 25, 2022",223
SING 2,NETFLIX,"Oct. 16, 2022",227
SING 2,NETFLIX,"Oct. 23, 2022",216
SING 2,NETFLIX,"Nov. 13, 2022",238
SING 2,NETFLIX,"Jan. 29, 2023",184
SLUMBERLAND,NETFLIX,"Nov. 20, 2022",651
SLUMBERLAND,NETFLIX,"Nov. 27, 2022","1,057"
SLUMBERLAND,NETFLIX,"Dec. 4, 2022",333
SONIC THE HEDGEHOG,NETFLIX,"May. 29, 2022",162
SPIDERHEAD,NETFLIX,"Jun. 19, 2022",484
SPIDERHEAD,NETFLIX,"Jun. 26, 2022",491
ST. VINCENT,NETFLIX,"Feb. 20, 2022",411
ST. VINCENT,NETFLIX,"Feb. 27, 2022",233
STORKS,NETFLIX,"Dec. 11, 2022",372
STORKS,NETFLIX,"Dec. 18, 2022",295
TALL GIRL 2,NETFLIX,"Feb. 13, 2022",195
TALL GIRL 2,NETFLIX,"Feb. 20, 2022",172
TEXAS CHAINSAW MASSACRE (2022),NETFLIX,"Feb. 20, 2022",303
TEXAS CHAINSAW MASSACRE (2022),NETFLIX,"Feb. 27, 2022",197
THE ADAM PROJECT,NETFLIX,"Mar. 13, 2022","1,360"
THE ADAM PROJECT,NETFLIX,"Mar. 20, 2022","1,339"
THE ADAM PROJECT,NETFLIX,"Mar. 27, 2022","1,199"
THE ADAM PROJECT,NETFLIX,"Apr. 3, 2022",475
THE ADAM PROJECT,NETFLIX,"Apr. 10, 2022",191
THE ADAM PROJECT,NETFLIX,"Apr. 24, 2022",138
THE ADAM PROJECT,NETFLIX,"May. 1, 2022",96
THE AGE OF ADALINE,NETFLIX,"Aug. 7, 2022",378
THE AMAZING SPIDER-MAN,NETFLIX,"Jun. 5, 2022",478
THE AMAZING SPIDER-MAN,NETFLIX,"Jun. 12, 2022",302
THE AMAZING SPIDER-MAN,NETFLIX,"Jun. 19, 2022",165
THE BAD GUYS,NETFLIX,"Nov. 20, 2022",441
THE BAD GUYS,NETFLIX,"Nov. 27, 2022",420
THE BUBBLE,NETFLIX,"Apr. 3, 2022",283
THE BUBBLE,NETFLIX,"Apr. 10, 2022",196
THE CALL,NETFLIX,"Apr. 17, 2022",303
THE CHALK LINE,NETFLIX,"Oct. 30, 2022",200
THE COLONY,NETFLIX,"Jan. 16, 2022",301
THE CURSE OF BRIDGE HOLLOW,NETFLIX,"Oct. 16, 2022",544
THE CURSE OF BRIDGE HOLLOW,NETFLIX,"Oct. 23, 2022",514
THE CURSE OF BRIDGE HOLLOW,NETFLIX,"Oct. 30, 2022",203
THE GENTLEMEN,NETFLIX,"May. 8, 2022",305
THE GOOD NURSE,NETFLIX,"Oct. 30, 2022","1,008"
THE GOOD NURSE,NETFLIX,"Nov. 6, 2022",542
THE GOOD NURSE,NETFLIX,"Nov. 13, 2022",265
THE GRAY MAN,NETFLIX,"Jul. 24, 2022","1,438"
THE GRAY MAN,NETFLIX,"Jul. 31, 2022","1,362"
THE GRAY MAN,NETFLIX,"Aug. 7, 2022",561
THE GRAY MAN,NETFLIX,"Aug. 14, 2022",265
THE GRAY MAN,NETFLIX,"Aug. 21, 2022",233
THE GRAY MAN,NETFLIX,"Aug. 28, 2022",177
THE LOST DAUGHTER,NETFLIX,"Jan. 2, 2022",355
THE LOST DAUGHTER,NETFLIX,"Jan. 9, 2022",224
THE LUCKY ONE,NETFLIX,"Feb. 6, 2022",221
THE MAN FROM TORONTO,NETFLIX,"Jun. 26, 2022",948
THE MAN FROM TORONTO,NETFLIX,"Jul. 3, 2022",952
THE MAN FROM TORONTO,NETFLIX,"Jul. 10, 2022",386
THE MAN FROM TORONTO,NETFLIX,"Jul. 17, 2022",254
THE MIST,NETFLIX,"Jun. 26, 2022",285
THE MIST,NETFLIX,"Jul. 3, 2022",255
THE MUNSTERS,NETFLIX,"Oct. 2, 2022",359
THE MYSTERY OF MARILYN MONROE,NETFLIX,"May. 1, 2022",252
THE NOEL DIARY,NETFLIX,"Nov. 27, 2022",707
THE NOEL DIARY,NETFLIX,"Dec. 4, 2022",517
THE POISON ROSE,NETFLIX,"Sep. 11, 2022",280
THE PRIVILEGE,NETFLIX,"Feb. 13, 2022",163
THE ROYAL TREATMENT,NETFLIX,"Jan. 23, 2022",329
THE ROYAL TREATMENT,NETFLIX,"Jan. 30, 2022",231
THE SCHOOL FOR GOOD AND EVIL,NETFLIX,"Oct. 23, 2022","1,058"
THE SCHOOL FOR GOOD AND EVIL,NETFLIX,"Oct. 30, 2022",596
THE SCHOOL FOR GOOD AND EVIL,NETFLIX,"Nov. 6, 2022",256
THE SEA BEAST,NETFLIX,"Jul. 10, 2022",430
THE SEA BEAST,NETFLIX,"Jul. 17, 2022",920
THE SEA BEAST,NETFLIX,"Jul. 24, 2022",488
THE SEA BEAST,NETFLIX,"Jul. 31, 2022",321
THE SWIMMERS,NETFLIX,"Dec. 4, 2022",245
THE TAKEOVER,NETFLIX,"Nov. 6, 2022",252
THE TINDER SWINDLER,NETFLIX,"Feb. 6, 2022",405
THE TINDER SWINDLER,NETFLIX,"Feb. 13, 2022",480
THE TINDER SWINDLER,NETFLIX,"Feb. 20, 2022",334
THE TINDER SWINDLER,NETFLIX,"Feb. 27, 2022",202
THE TOWN,NETFLIX,"Jan. 9, 2022",238
THE VOLCANO: RESCUE FROM WHAKAARI,NETFLIX,"Dec. 25, 2022",561
THE WEEKEND AWAY,NETFLIX,"Mar. 6, 2022",345
THE WEEKEND AWAY,NETFLIX,"Mar. 13, 2022",220
THE WONDER,NETFLIX,"Nov. 20, 2022",272
THIS IS 40,NETFLIX,"Sep. 4, 2022",217
THIS IS 40,NETFLIX,"Sep. 11, 2022",286
THIS IS THE END,NETFLIX,"Sep. 25, 2022",212
TOP GUN,AMA/NET,"May. 29, 2022",432
TOP GUN,AMA/NET,"Jun. 5, 2022",405
TOSCANA,NETFLIX,"May. 22, 2022",168
TRANSFORMERS: REVENGE OF FALLENT,NETFLIX,"Feb. 6, 2022",271
TROLL,NETFLIX,"Dec. 4, 2022",880
TROLL,NETFLIX,"Dec. 11, 2022",517
TRUST NO ONE: HUNT FOR CRYPTO KING,NETFLIX,"Apr. 3, 2022",139
U.S. MARSHALS,NETFLIX,"May. 8, 2022",354
U.S. MARSHALS,NETFLIX,"May. 15, 2022",236
UNCHARTED,NETFLIX,"Aug. 7, 2022","1,014"
UNCHARTED,NETFLIX,"Aug. 14, 2022","1,185"
UNCHARTED,NETFLIX,"Aug. 21, 2022",446
UNCHARTED,NETFLIX,"Aug. 28, 2022",263
UNDER SUSPICION,NETFLIX,"Jan. 23, 2022",177
WAR OF THE WORLDS,NETFLIX,"May. 8, 2022",170
WEDDING SEASON,NETFLIX,"Aug. 14, 2022",234
WHERE THE CRAWDADS SING,NETFLIX,"Nov. 13, 2022",659
WHERE THE CRAWDADS SING,NETFLIX,"Nov. 20, 2022","1,092"
WHERE THE CRAWDADS SING,NETFLIX,"Nov. 27, 2022",591
WHITE HOT,NETFLIX,"Apr. 24, 2022",294
WILD CARD,NETFLIX,"Jul. 3, 2022",159
WINDFALL,NETFLIX,"Mar. 27, 2022",199
WITHOUT A PADDLE,NETFLIX,"Apr. 10, 2022",185
WITHOUT A PADDLE,NETFLIX,"Apr. 17, 2022",178
HALLOWEEN ENDS,PEACOCK,"Oct. 16, 2022",717
HALLOWEEN ENDS,PEACOCK,"Oct. 23, 2022",389
NOPE,PEACOCK,"Nov. 20, 2022",274
NOPE,PEACOCK,"Nov. 27, 2022",297
1923,PARAMOUNT+,"Mar. 5, 2023",560
BASED ON A TRUE STORY,PEACOCK,"Jun. 11, 2023",342
DR. DEATH,PEACOCK,"Dec. 24, 2023",302
DR. DEATH,PEACOCK,"Dec. 31, 2023",327
HALO,PARAMOUNT+,"Feb. 11, 2024",354
HALO,PARAMOUNT+,"Feb. 18, 2024",458
HALO,PARAMOUNT+,"Feb. 25, 2024",338
HIJACK,APPLE TV+,"Aug. 6, 2023",357
LAWMEN: BASS REEVES,PARAMOUNT+,"Nov. 12, 2023",290
MASTERS OF THE AIR,APPLE TV+,"Feb. 18, 2024",243
MASTERS OF THE AIR,APPLE TV+,"Feb. 25, 2024",271
POKER FACE,PEACOCK,"Jan. 29, 2023",547
POKER FACE,PEACOCK,"Feb. 5, 2023",641
POKER FACE,PEACOCK,"Feb. 12, 2023",372
POKER FACE,PEACOCK,"Feb. 19, 2023",422
POKER FACE,PEACOCK,"Feb. 26, 2023",423
SCHOOL SPIRITS,NET/PARA+,"Dec. 10, 2023",326
SCHOOL SPIRITS,NET/PARA+,"Dec. 17, 2023",425
SCHOOL SPIRITS,NET/PARA+,"Dec. 24, 2023",345
SCHOOL SPIRITS,NET/PARA+,"Dec. 31, 2023",282
SPECIAL OPS: LIONESS,PARAMOUNT+,"Sep. 3, 2023",363
SPECIAL OPS: LIONESS,PARAMOUNT+,"Sep. 10, 2023",342
STAR TREK: PICARD,PARAMOUNT+,"Mar. 19, 2023",310
STAR TREK: PICARD,PARAMOUNT+,"Apr. 16, 2023",276
STAR TREK: PICARD,PARAMOUNT+,"Apr. 23, 2023",400
STAR TREK: STRANGE NEW WORLDS,PARAMOUNT+,"Jun. 18, 2023",338
STAR TREK: STRANGE NEW WORLDS,PARAMOUNT+,"Jun. 25, 2023",393
STAR TREK: STRANGE NEW WORLDS,PARAMOUNT+,"Jul. 9, 2023",351
STAR TREK: STRANGE NEW WORLDS,PARAMOUNT+,"Jul. 23, 2023",324
STAR TREK: STRANGE NEW WORLDS,PARAMOUNT+,"Jul. 30, 2023",395
STAR TREK: STRANGE NEW WORLDS,PARAMOUNT+,"Aug. 6, 2023",362
STAR TREK: STRANGE NEW WORLDS,PARAMOUNT+,"Aug. 13, 2023",304
TED,PEACOCK,"Jan. 14, 2024",542
TED,PEACOCK,"Jan. 21, 2024",429
TED,PEACOCK,"Jan. 28, 2024",267
TED LASSO,APPLE TV+,"Sep. 26, 2021",509
TED LASSO,APPLE TV+,"Oct. 3, 2021",455
TED LASSO,APPLE TV+,"Oct. 10, 2021",507
TED LASSO,APPLE TV+,"Oct. 17, 2021",352
TED LASSO,APPLE TV+,"Oct. 24, 2021",291
TED LASSO,APPLE TV+,"Oct. 31, 2021",275
TED LASSO,APPLE TV+,"Nov. 7, 2021",310
TED LASSO,APPLE TV+,"Nov. 14, 2021",216
TED LASSO,APPLE TV+,"Mar. 19, 2023",539
TED LASSO,APPLE TV+,"Mar. 26, 2023",568
TED LASSO,APPLE TV+,"Apr. 2, 2023",570
TED LASSO,APPLE TV+,"Apr. 9, 2023",650
TED LASSO,APPLE TV+,"Apr. 16, 2023",614
TED LASSO,APPLE TV+,"Apr. 23, 2023",719
TED LASSO,APPLE TV+,"Apr. 30, 2023",795
TED LASSO,APPLE TV+,"May. 7, 2023",715
TED LASSO,APPLE TV+,"May. 14, 2023",670
TED LASSO,APPLE TV+,"May. 21, 2023",769
TED LASSO,APPLE TV+,"May. 28, 2023",769
TED LASSO,APPLE TV+,"Jun. 4, 2023","1,244"
TED LASSO,APPLE TV+,"Jun. 11, 2023",641
TED LASSO,APPLE TV+,"Jun. 18, 2023",529
TED LASSO,APPLE TV+,"Jun. 25, 2023",459
TED LASSO,APPLE TV+,"Jul. 9, 2023",417
THE BEST MAN: FINAL CHAPTERS,PEACOCK,"Dec. 25, 2022",762
THE BEST MAN: FINAL CHAPTERS,PEACOCK,"Jan. 1, 2023",735
THE MORNING SHOW,APPLE TV+,"Sep. 17, 2023",350
THE MORNING SHOW,APPLE TV+,"Sep. 24, 2023",422
THE MORNING SHOW,APPLE TV+,"Oct. 1, 2023",348
THE MORNING SHOW,APPLE TV+,"Oct. 22, 2023",290
THE MORNING SHOW,APPLE TV+,"Nov. 5, 2023",315
THE MORNING SHOW,APPLE TV+,"Nov. 12, 2023",373
THE TRAITORS,PEACOCK,"Jan. 21, 2024",402
THE TRAITORS,PEACOCK,"Jan. 28, 2024",249
THE TRAITORS,PEACOCK,"Feb. 4, 2024",290
THE TRAITORS,PEACOCK,"Feb. 11, 2024",246
TWISTED METAL,PEACOCK,"Aug. 6, 2023",326
ALEXANDER: THE MAKING OF A GOD,NETFLIX,"Feb. 4, 2024",435
AMERICAN CONSPIRACY,NETFLIX,"Mar. 3, 2024",513
AMERICAN CONSPIRACY,NETFLIX,"Mar. 10, 2024",327
AMERICAN NIGHTMARE,NETFLIX,"Jan. 21, 2024","1,118"
AMERICAN NIGHTMARE,NETFLIX,"Jan. 28, 2024",676
AMERICAN NIGHTMARE,NETFLIX,"Feb. 4, 2024",337
AVATAR: LAST AIRBENDER (2024),NETFLIX,"Feb. 25, 2024","2,557"
AVATAR: LAST AIRBENDER (2024),NETFLIX,"Mar. 3, 2024","1,935"
AVATAR: LAST AIRBENDER (2024),NETFLIX,"Mar. 10, 2024",950
BOY SWALLOWS UNIVERSE,NETFLIX,"Jan. 14, 2024",386
BOY SWALLOWS UNIVERSE,NETFLIX,"Jan. 21, 2024",431
DAVE CHAPPELLE: DREAMER,NETFLIX,"Jan. 7, 2024",376
FOOL ME ONCE,NETFLIX,"Jan. 7, 2024","3,036"
FOOL ME ONCE,NETFLIX,"Jan. 14, 2024","2,399"
FOOL ME ONCE,NETFLIX,"Jan. 21, 2024","1,063"
FOOL ME ONCE,NETFLIX,"Jan. 28, 2024",669
FOOL ME ONCE,NETFLIX,"Feb. 4, 2024",471
FOOL ME ONCE,NETFLIX,"Feb. 11, 2024",285
FORMULA 1: DRIVE TO SURVIVE,NETFLIX,"Feb. 25, 2024",337
FORMULA 1: DRIVE TO SURVIVE,NETFLIX,"Mar. 3, 2024",395
FURIES,NETFLIX,"Mar. 3, 2024",257
FURIES,NETFLIX,"Mar. 10, 2024",524
GRISELDA,NETFLIX,"Jan. 28, 2024","1,590"
GRISELDA,NETFLIX,"Feb. 4, 2024","1,727"
GRISELDA,NETFLIX,"Feb. 11, 2024",735
GRISELDA,NETFLIX,"Feb. 18, 2024",461
GRISELDA,NETFLIX,"Feb. 25, 2024",253
HOUSE OF NINJAS,NETFLIX,"Feb. 18, 2024",287
HOUSE OF NINJAS,NETFLIX,"Feb. 25, 2024",287
LOVE ON THE SPECTRUM U.S.,NETFLIX,"Jan. 28, 2024",574
LOVE ON THE SPECTRUM U.S.,NETFLIX,"Feb. 4, 2024",433
LUZ: LIGHT OF THE HEART,NETFLIX,"Feb. 18, 2024",233
ONE DAY,NETFLIX,"Feb. 11, 2024",296
ONE DAY,NETFLIX,"Feb. 18, 2024",460
ONE DAY,NETFLIX,"Feb. 25, 2024",454
ONE DAY,NETFLIX,"Mar. 3, 2024",334
THE BROTHERS SUN,NETFLIX,"Jan. 7, 2024",696
THE BROTHERS SUN,NETFLIX,"Jan. 14, 2024",960
THE BROTHERS SUN,NETFLIX,"Jan. 21, 2024",511
THE BROTHERS SUN,NETFLIX,"Jan. 28, 2024",410
THE GENTLEMEN,NETFLIX,"Mar. 10, 2024","1,205"
THE PROGRAM,NETFLIX,"Mar. 10, 2024",901
THE SIGNAL,NETFLIX,"Mar. 10, 2024",336
THE TOURIST,NETFLIX,"Feb. 11, 2024",253
THE TOURIST,NETFLIX,"Feb. 25, 2024",338
THE TOURIST,NETFLIX,"Mar. 3, 2024",505
THE TOURIST,NETFLIX,"Mar. 10, 2024",763
YOU ARE WHAT YOU EAT,NETFLIX,"Jan. 7, 2024",639
YOU ARE WHAT YOU EAT,NETFLIX,"Jan. 14, 2024",315
A LEAGUE OF THEIR OWN,AMAZON,"Aug. 14, 2022",326
A LEAGUE OF THEIR OWN,AMAZON,"Aug. 21, 2022",574
BOSCH,AMAZON,"Jun. 27, 2021",423
BOSCH,AMAZON,"Jul. 4, 2021",490
BOSCH,AMAZON,"Jul. 11, 2021",355
BOSCH,AMAZON,"Jul. 18, 2021",286
BOSCH,AMAZON,"Jul. 25, 2021",231
